Price,Close,ret,vol,ret_1,z_ret,mom_20_100,drawdown,state_raw,regime_viterbi,p_bear,p_bear_ema,bear_confirm_trend,bear_confirm_dd,bull_confirm_trend,bull_confirm_dd,bear_confirm,bull_confirm,regime
Ticker,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2010-07-27,1.3700000047683716,-0.019277943208980408,0.07071178408576104,-0.01609834311219327,-0.16053430455282083,0.0,-0.13980761899900296,2,1,1.0,1.0,False,False,False,False,False,False,0
2010-07-28,1.3813329935073853,0.008238226955451955,0.06892064159033659,-0.019277943208980408,0.22281095794929975,-0.009989249407931297,-0.132691888682697,2,1,0.999169656223355,0.9999209196403195,False,False,False,False,False,False,0
2010-07-29,1.3566670417785645,-0.018017982994436632,0.06895331806408313,0.008238226955451955,-0.15443697889112248,-0.019708118428195608,-0.14817908844431837,2,1,0.9982218217575162,0.9997591007943383,False,False,False,False,False,False,0
2010-07-30,1.329332947731018,-0.020353713922124206,0.06682765421635234,-0.018017982994436632,-0.184888153005912,-0.0247927986232953,-0.16534155513003157,2,1,0.9960302816915649,0.9994039751655027,False,True,False,False,False,False,0
2010-08-02,1.3946670293807983,0.04797842480726455,0.06035527037247912,-0.020353713922124206,0.8243207928248875,-0.022496681276375413,-0.12431974559774628,2,1,0.9855812797316571,0.9980875279813269,False,False,False,False,False,False,0
2010-08-03,1.463333010673523,0.04806101975574001,0.04371945750479763,0.04797842480726455,0.7972212676366769,-0.011789133517094756,-0.08120591075367622,2,1,0.9724423050602027,0.9956451257983627,False,False,False,False,False,False,0
2010-08-04,1.4173330068588257,-0.03193977645512347,0.044330191875426715,0.04806101975574001,-0.4288169291354827,-0.0004898992589168676,-0.11008828496513423,2,1,0.9728999557937341,0.9934789191312553,False,False,False,False,False,False,0
2010-08-05,1.363332986831665,-0.038844514238503436,0.04105335425046825,-0.03193977645512347,-0.5243374068520081,0.006297172493156515,-0.14399369054147826,0,1,0.9897789926715157,0.9931265451827086,False,False,False,False,False,False,0
2010-08-06,1.305999994277954,-0.04296340075597832,0.04255200955425998,-0.038844514238503436,-0.5756040556649038,0.012680170574836547,-0.17999179506924234,0,1,0.9969537202047474,0.9934910380419504,False,True,True,False,True,True,0
2010-08-09,1.3066669702529907,0.0005105709978198147,0.042128583311442834,-0.04296340075597832,0.12479949948335142,0.019888845435354085,-0.1795730157626435,0,1,0.9994800806886383,0.9940614230559207,False,True,True,False,True,True,0
2010-08-10,1.2686669826507568,-0.029512868197031167,0.04078767407884733,0.0005105709978198147,-0.3624680288186986,0.02388396513922401,-0.2034323586092156,0,1,0.9999760096564737,0.9946247170178781,False,True,True,False,True,True,0
2010-08-11,1.1933330297470093,-0.06121647193115648,0.03763886728939946,-0.029512868197031167,-0.8664423314039952,0.022568377113312648,-0.2507328637865478,0,1,0.9999997240868503,0.9951366224530184,False,True,True,False,True,True,0
2010-08-12,1.1733330488204956,-0.016901798883184854,0.037681259433647404,-0.06121647193115648,-0.12030101621887121,0.020623775271031562,-0.2632904047743386,0,1,0.999999976944976,0.9955997990713,False,True,True,False,True,True,0
2010-08-13,1.2213330268859863,0.04009444877227908,0.03787264755721185,-0.016901798883184854,0.8302818030772664,0.017238845201217073,-0.23315229143387117,0,1,0.9999999316177298,0.9960188593138172,False,True,True,False,True,True,0
2010-08-16,1.2519999742507935,0.024799344879834095,0.03541082487572276,0.04009444877227908,0.5566510657747019,0.010958043242536073,-0.21389720064558626,0,1,0.9999999150075366,0.9963980074751239,False,True,True,False,True,True,0
2010-08-17,1.2766669988632202,0.01951052261914113,0.031952414954665255,0.024799344879834095,0.45674249355106594,0.009029681783079637,-0.19840932724432958,0,1,0.9999998299927753,0.9967410381910906,False,True,False,False,True,False,0
2010-08-18,1.2513329982757568,-0.020043392994867293,0.03218164946105983,0.01951052261914113,-0.2341838080778406,0.0068224867212620405,-0.2143159799521851,0,1,0.9999998722426412,0.9970514033388573,False,True,False,False,True,False,0
2010-08-19,1.25266695022583,0.0010654569518367407,0.0306977042370066,-0.020043392994867293,0.13971604843666163,0.0025781622122186126,-0.21347842133898753,0,1,0.9999995335678489,0.9973321776463803,False,True,False,False,True,False,0
2010-08-20,1.273332953453064,0.016362996927481305,0.030790788110254073,0.0010654569518367407,0.4095160731155989,-0.0021103441048336996,-0.20050269983538493,0,1,0.9999987811172187,0.9975861398816983,False,True,False,False,True,False,0
2010-08-23,1.3420000076293945,0.05252320861954329,0.03326318207594006,0.016362996927481305,1.0404889241510418,-0.004709176650472683,-0.15738819135167958,0,1,0.9999990950539743,0.9978159451362008,False,True,False,False,True,False,0
2010-08-24,1.2799999713897705,-0.04730098865479909,0.03459307568424169,0.05252320861954329,-0.7648476528741499,-0.0074527004750359485,-0.19631662829290963,0,1,0.9999996642625513,0.9980239183863294,False,True,False,False,True,False,0
2010-08-25,1.3266669511795044,0.035809689505342746,0.03561544830886616,-0.04730098865479909,0.7448425386234836,-0.009746214166750701,-0.1670154747748528,0,1,0.9999995621885146,0.9982120749389185,False,True,False,False,True,False,0
2010-08-26,1.3166669607162476,-0.007566231511434984,0.03544460805398348,0.035809689505342746,-0.054634471381397695,-0.011292163230261016,-0.17329424526874815,0,1,0.9999998214213958,0.9983823365086782,False,True,False,False,True,False,0
2010-08-27,1.3133330345153809,-0.0025353064583443774,0.03516853399230132,-0.007566231511434984,0.03888750638822054,-0.011866276844285152,-0.17538754301095505,0,1,0.9999999017670974,0.9985363903428135,False,True,False,False,True,False,0
2010-08-30,1.324666976928711,0.00859288256509727,0.03336113796737312,-0.0025353064583443774,0.24632208026657762,-0.014687889351097166,-0.16827121390386224,0,1,0.9999998357409652,0.9986757660950185,False,True,False,False,True,False,0
2010-08-31,1.2986669540405273,-0.01982277128451626,0.03132969859414739,0.00859288256509727,-0.29358638559104633,-0.020669058399676147,-0.18459604712752953,0,1,0.9999994669108627,0.9988018328393846,False,True,False,False,True,False,0
2010-09-01,1.363332986831665,0.048594108832937355,0.032949565653731215,-0.01982277128451626,1.005923556904473,-0.02350104667047256,-0.14399369054147826,0,1,0.9999991851329009,0.998915866391148,False,False,False,False,False,False,0
2010-09-02,1.4040000438690186,0.029392909620493124,0.03245652814529309,0.048594108832937355,0.6252551212710159,-0.023343441679088278,-0.11845975441044965,0,1,0.999995290365235,0.9990186686743945,False,False,False,False,False,False,0
2010-09-03,1.4033329486846924,-0.00047525191963454505,0.03074027279105438,0.029392909620493124,0.043623793368331755,-0.020971544519215502,-0.11887860856589683,0,1,0.9998630903708636,0.9990990897883439,False,False,False,False,False,False,0
