Price,Close,ret,vol,ret_1,z_ret,mom_20_100,drawdown,state_raw,regime_viterbi,p_bear,p_bear_ema,bear_confirm_trend,bear_confirm_dd,bull_confirm_trend,bull_confirm_dd,bear_confirm,bull_confirm,regime
Ticker,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2000-01-31,0.07080038636922836,-0.008395241728460068,0.03369005677926296,-0.029647509212086032,0.11564974768128566,0.0,-0.20827272765143778,2,0,5.661399287785191e-47,5.661399287785191e-47,False,True,False,False,True,False,0
2000-02-01,0.07247104495763779,0.023322644315312058,0.03374463455357913,-0.008395241728460068,1.0026310108002907,-0.005317581537559797,-0.18959054193102243,2,0,0.006984692558515491,0.0007352307956332095,False,True,False,False,True,False,0
2000-02-02,0.0745011493563652,0.027627450676140253,0.03453928724624833,0.023322644315312058,1.0706021717536303,-0.009547975417032681,-0.16688884352777977,2,0,0.012985259406183749,0.0020247074914806346,False,True,False,False,True,False,0
2000-02-03,0.0756949782371521,0.015897267688000483,0.03436978413937606,0.027627450676140253,0.7002656769353008,-0.012226373416970575,-0.15353881915775525,2,0,0.02118231938524981,0.004041298217140547,True,True,False,False,True,False,0
2000-02-04,0.07748576253652573,0.02338238971985085,0.031613945752681505,0.015897267688000483,0.8871226851828127,-0.01151086848403846,-0.1335133243629426,2,0,0.041643280118749196,0.007999401575204616,False,True,False,False,True,False,0
2000-02-07,0.07271035015583038,-0.06361046783979196,0.03427243624563834,0.02338238971985085,-1.5853847597990383,-0.01235615343467321,-0.18691450495523831,2,0,0.2232797574274851,0.030660491664918348,True,True,False,False,True,False,0
2000-02-08,0.07617270946502686,0.046519512603528046,0.03521638223485968,-0.06361046783979196,1.4827610478477602,-0.014616570293402933,-0.14819657653229135,2,0,0.26120739317136643,0.054928586560333933,True,True,False,False,True,False,0
2000-02-09,0.07808271050453186,0.024765400915522928,0.03463292339060796,0.046519512603528046,0.8443321830030643,-0.01459374186655322,-0.12683793725447723,2,0,0.2787159582642865,0.07848515200285526,True,True,False,False,True,False,0
2000-02-10,0.09408143162727356,0.18639204520533204,0.05376711400907323,0.024765400915522928,3.638064620845972,-0.01040798047839122,0.0,3,1,1.0000000000009697,0.1754867149500252,False,False,False,True,False,True,0
2000-02-11,0.09551461786031723,0.015118601212198879,0.05329138957764412,0.18639204520533204,0.25617868753349726,-0.007556206197560256,0.0,3,1,0.9999999999966369,0.2622775870601949,False,False,False,True,False,True,0
2000-02-14,0.11079628020524979,0.14841389922147208,0.06148384531912314,0.015118601212198879,2.520635500056247,-0.003285917181868898,0.0,3,1,0.9999999999983578,0.339932577895791,False,False,False,True,False,True,0
2000-02-15,0.106498584151268,-0.03956151088802251,0.06222678994657978,0.14841389922147208,-0.8157160387041099,-0.00142767132316554,-0.03878917275941318,3,1,0.9999999999995061,0.40941335916986626,False,False,False,True,False,True,0
2000-02-16,0.11139316856861115,0.0449343114644547,0.06252529813309687,-0.03956151088802251,0.6862413625177656,0.002593297048813756,0.0,3,1,0.9999999567752101,0.47158036944411297,False,False,False,True,False,True,0
2000-02-17,0.11533326655626297,0.03475990522623462,0.0626048958539518,0.0449343114644547,0.49212435790937886,0.008231099166143228,0.0,3,1,0.999999916597,0.5272034796707327,False,False,True,True,False,True,0
2000-02-18,0.1287059187889099,0.10970419518292962,0.06576099842413619,0.03475990522623462,1.7473460910782785,0.018119702066724874,0.0,3,1,0.9999999999964527,0.5769715344418611,False,False,True,True,False,True,0
2000-02-22,0.12512341141700745,-0.028229560993619174,0.06494610593180249,0.10970419518292962,-0.6803634745950611,0.029941205955972498,-0.027834830018797496,3,1,0.9999999999465357,0.6215008466002478,False,False,True,True,False,True,0
2000-02-23,0.125840425491333,0.005714098366428111,0.06467170559711892,-0.028229560993619174,-0.07331847008039741,0.042780569807766886,-0.02226388129264345,3,1,0.9999998143476653,0.6613428432052391,False,False,True,True,False,True,0
2000-02-24,0.12464658915996552,-0.009532193695683144,0.06336382880120296,0.005714098366428111,-0.34423378434803475,0.05759388807713097,-0.03153957228340132,3,1,0.9999991334069156,0.696990873752784,False,False,True,True,False,True,0
2000-02-25,0.11688566207885742,-0.06428623646641629,0.06408294121877416,-0.009532193695683144,-1.2988196842733564,0.07308260526322563,-0.09183926288144406,3,1,0.9999999832158449,0.7288865694857378,False,True,True,False,False,True,0
2000-02-28,0.11605029553174973,-0.00717253048411326,0.06330037701025758,-0.06428623646641629,-0.2580675407271969,0.0897586963318005,-0.0983297689511593,3,1,0.9999999564940467,0.7574248207497704,False,True,True,False,False,True,0
2000-02-29,0.12225797772407532,0.05210970437542173,0.06310167372179001,-0.00717253048411326,0.8144428619252017,0.10844717367518912,-0.05009824820418585,3,1,0.999999777348126,0.782959026707492,False,False,True,False,False,True,0
2000-03-01,0.11867648363113403,-0.02973221769158485,0.06438050688267427,0.05210970437542173,-0.6845284070216954,0.12550063912255824,-0.07792520539964531,3,1,0.9999999329148429,0.805805437887213,False,False,True,False,False,True,0
2000-03-02,0.11067703366279602,-0.06978481245410295,0.06774131913589052,-0.02973221769158485,-1.377549653544003,0.13962487521840483,-0.1400781354560935,3,1,0.9999999996811684,0.8262469707076293,False,True,True,False,False,True,0
2000-03-03,0.11246782541275024,0.016050830871848998,0.067740863381334,-0.06978481245410295,0.1969100059699736,0.15367599296887507,-0.12616430952792235,3,1,0.9999999987748682,0.8445367631357596,False,True,True,False,False,True,0
2000-03-06,0.11175169795751572,-0.006387756779669296,0.06798459035413518,0.016050830871848998,-0.217587489771197,0.16671161309965604,-0.13172836953365563,3,1,0.9999999655428384,0.8609013107575574,False,True,True,False,False,True,0
2000-03-07,0.15915091335773468,0.35357346505682896,0.0986235023107005,-0.006387756779669296,4.582309587075642,0.19430530214247302,0.0,3,1,1.0,0.8755432780462356,False,False,True,True,False,True,0
2000-03-08,0.16046394407749176,0.008216377155004118,0.09884489330333034,0.35357346505682896,-0.06502149879366995,0.2203855573393037,0.0,3,1,1.0,0.888643985620316,False,False,True,True,False,True,0
2000-03-09,0.19159579277038574,0.17731863705398165,0.10360214182217219,0.008216377155004118,2.0994494316555534,0.25295735544047093,0.0,3,1,1.0,0.9003656713444933,False,False,True,True,False,True,0
2000-03-10,0.22541339695453644,0.16254812930017404,0.102013007687871,0.17731863705398165,1.8161749508541873,0.2851490121754243,0.0,3,1,1.0,0.910853495413494,False,False,True,True,False,True,0
2000-03-13,0.28511062264442444,0.23494121839269422,0.1102799232006119,0.16254812930017404,2.5153070463664293,0.3295905971586369,0.0,3,1,1.0,0.9202373380015473,False,False,True,True,False,True,0
